Unnamed: 0,tic,date,close,open,high,low,volume,close_r,open_r,high_r,low_r,volume_r,label,close_price
728,600000.SH,2023/1/3,-0.448346806,-0.447962023,-0.449926296,-0.446910197,-0.495571752,0.993131868,1.005532503,0.997260274,0.993074792,1.272209902,1.029577465,6.91819407
728,600009.SH,2023/1/3,-0.041641502,-0.030554939,-0.039368949,-0.034875126,-0.53950396,0.974701092,1.001566034,0.99327006,0.981611208,2.242222442,0.95,56.25
728,600016.SH,2023/1/3,-0.47857026,-0.47836097,-0.479909692,-0.477295948,-0.033024402,0.997101449,1.008746356,0.997118156,1,1.271518692,1.020588235,3.252204081
728,600028.SH,2023/1/3,-0.471032049,-0.471131016,-0.472566512,-0.469875034,0.350230547,1.009174312,1.00228833,1.006849315,1,1.385979465,1.023201856,4.166560428
728,600030.SH,2023/1/3,-0.34473328,-0.34557948,-0.347772738,-0.345582891,0.120522165,0.99949774,0.996473552,0.991066998,0.975314861,1.544293532,1.024402644,19.48612056
728,600031.SH,2023/1/3,-0.376501458,-0.376394963,-0.379276847,-0.375834908,-0.231341255,1,1.006369427,0.982021079,0.987898089,1.028876014,0.99012955,15.63276146
728,600036.SH,2023/1/3,-0.211781137,-0.215497221,-0.215927731,-0.214403674,-0.002518206,1.008588298,0.993036958,1.003986181,0.982253294,1.158703475,1.075104312,35.61270965
728,600048.SH,2023/1/3,-0.382338826,-0.382794226,-0.380945356,-0.380902855,1.237238249,1.019167217,1.024016011,1.051315789,1.030446549,2.406672057,1.058823529,14.92471092
728,600050.SH,2023/1/3,-0.465828288,-0.469380618,-0.467521354,-0.467859519,3.702335803,1.100446429,0.98245614,1.081140351,1.002237136,3.258521086,1.050209205,4.797756754
728,600104.SH,2023/1/3,-0.389302589,-0.389928136,-0.391880848,-0.388238546,-0.618006319,1,0.993065187,0.995179063,0.986787204,1.432744013,0.97960571,14.0800329
728,600196.SH,2023/1/3,-0.216225095,-0.218475154,-0.218479217,-0.213061888,-0.618238948,1.009364359,0.985470802,1.001112656,1.005416192,0.902988095,0.985086993,35.07367441
728,600276.SH,2023/1/3,-0.189585732,-0.187902344,-0.19068644,-0.186271838,-0.497502681,0.997664158,1.011789363,1.005148005,0.998428085,0.912020721,1.032215122,38.30492775
728,600309.SH,2023/1/3,0.242334454,0.239524754,0.233417799,0.24628735,-0.728989737,0.997301673,0.987866423,0.991567037,0.986280652,1.121741112,1.024036331,90.69520296
728,600438.SH,2023/1/3,-0.21066891,-0.211770643,-0.215771623,-0.212826847,-0.203511799,1.003628823,0.986690555,0.986775178,0.977190254,1.253785155,0.961785073,35.74761859
728,600519.SH,2023/1/3,6.01756182,6.018580463,5.998254064,6.036922203,-0.826163165,1.001742907,0.997235023,0.991694191,0.987845976,1.027658654,1.002825335,1684.417439
728,600547.SH,2023/1/3,-0.345142209,-0.347487162,-0.348407761,-0.345244689,-0.553923004,1.017223382,1.007349081,1.012966805,1.005807814,1.988118309,1.049865952,19.43651901
728,600570.SH,2023/1/3,-0.160952143,-0.173481454,-0.16525073,-0.169374741,-0.595136172,1.035590707,1.00099231,1.024040797,0.997761194,2.028555016,1.080070725,41.77807326
728,600585.SH,2023/1/3,-0.289798772,-0.292138008,-0.293798099,-0.290317922,-0.705729211,1.012052593,0.996,1.000720721,0.990490124,0.795980933,1.005,26.14946728
728,600588.SH,2023/1/3,-0.300696774,-0.30655474,-0.303527933,-0.303927676,-0.413002699,1.030202731,1.013417191,1.027868852,1.011378003,1.330113371,1.086462882,24.82758119
728,600690.SH,2023/1/3,-0.309347985,-0.309045544,-0.312470324,-0.308143036,-0.456321963,0.996320523,0.982675262,0.981963928,0.981602617,1.360169877,1.026000825,23.77822223
