,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,date,tic,close,high,low,open,volume,close_r,open_r,high_r,low_r,volume_r,label,close_price
22680,22680,777,756,2023-01-03,AAPL,-0.3898631446128724,-0.3407203679773301,-0.3844412358558718,-0.3319976313735925,4.413622038317762,0.9625952955059088,1.0145626903189575,1.007310480727603,0.9744173104573236,1.4554249930550327,0.9582890946872312,125.06999969482422
22681,22681,1804,756,2023-01-03,AMGN,1.124469254178625,1.1057065966803867,1.1239624936270165,1.1162027268092538,-0.603076046401917,0.9962305029822728,0.9929204286097434,0.9976066373266032,0.9975337572400166,1.5997533908754624,1.0017808472142709,261.6499938964844
22682,22682,2831,756,2023-01-03,AXP,-0.1453835438011523,-0.1260077715293439,-0.1430070750405536,-0.1184105900566573,-0.591798042602972,0.9957360075613368,1.0241764188213267,1.0170351138864993,1.0,1.2291740833036668,1.0239422453501534,147.1199951171875
22683,22683,3858,756,2023-01-03,BA,0.3898107340054804,0.3872156120220495,0.3796150547880498,0.3629921560581676,-0.1968388462413511,1.0257231022897957,1.029066650390625,1.0342512404319424,1.0286569760626108,2.152168488296651,1.0771183857999156,195.38999938964844
22684,22684,4885,756,2023-01-03,CAT,0.872006715392614,0.8649647929689858,0.870098272690569,0.8923022015982478,-0.5992291287381192,0.997161493226285,1.005388668237695,1.002165177405658,0.9936895245298356,1.7434093747945565,1.0062117210301196,238.8800048828125
22685,22685,5912,756,2023-01-03,CRM,-0.282203407974269,-0.2742747587197724,-0.285224767654984,-0.2775472962671604,-0.2256873601404447,1.0165171016056542,1.0350662415561744,1.0324939503801756,1.0204817287238743,1.4557919789705516,1.0784146608856793,134.77999877929688
22686,22686,6939,756,2023-01-03,CSCO,-1.2450429988733287,-1.2506403010807272,-1.2451384031999484,-1.2460084608161517,0.4158585847547406,1.0062972132851398,1.0124814924238272,1.007971493239175,1.007667744504825,1.3423612478976954,1.0014742985572682,47.93999862670898
22687,22687,7966,756,2023-01-03,CVX,0.1525380332647106,0.1875494830455945,0.1456836984247027,0.1976450908196854,-0.2681988320468623,0.9693576253179764,1.000056139453488,0.9947207726348812,0.9651659957922836,1.5115382310043757,0.97034952261664,173.99000549316406
22688,22688,8993,756,2023-01-03,DIS,-0.7901223304857966,-0.7902438272191368,-0.7913854618942087,-0.7900010760204594,0.2324865970607826,1.0240562158535629,1.0379097150661771,1.0327134800765707,1.030505671342903,0.6455641169127458,1.0451085232065371,88.97000122070312
22689,22689,10020,756,2023-01-03,DOW,-1.210671684613686,-1.2165937825883917,-1.211543664588429,-1.215622780450067,-0.5109319257578482,1.0128994152361994,1.00676482621341,1.0122499716526712,1.0066026777526442,1.4674295448653851,1.0289028942796343,51.040000915527344
22690,22690,11047,756,2023-01-03,GS,2.0621402711213244,2.0502222187823755,2.0639433073167988,2.054721808065588,-0.6707912293070523,1.0082707097020978,1.011002545525326,1.014286140496468,1.0100471529859525,1.5413030831879,1.0063384629820102,346.2200012207031
22691,22691,12074,756,2023-01-03,HD,1.726077793021499,1.7275492700701764,1.7164617412813838,1.7433239387639743,-0.5877422730169715,1.0001583559579137,0.999779593768542,1.0033000840703274,0.9960386228423233,1.0932754880694142,1.003137451653534,315.9100036621094
22692,22692,13101,756,2023-01-03,HON,0.5994756367914407,0.5845754594888628,0.6015643765665596,0.6091828631083228,-0.6283740776235649,1.0,1.0054677922810835,1.003030274575685,1.001368416717522,1.3870625,0.9820919160307828,214.3000030517578
22693,22693,14128,756,2023-01-03,IBM,-0.2071409006892903,-0.2199102302666105,-0.2017978676107127,-0.2120072881475233,-0.5529650593908338,1.0046845316556787,1.0039847221014353,1.0070972323869274,1.0073861513218905,1.1681595521343595,1.006706757839506,141.5500030517578
22694,22694,15155,756,2023-01-03,INTC,-1.4802091297528726,-1.4810581768869455,-1.4796296846802786,-1.4767845714502958,1.3313778286271651,1.0113507088004765,1.044401530326954,1.0230536897754288,1.0220930860385713,1.0089558203164024,1.0609428954882616,26.729999542236328
22695,22695,16182,756,2023-01-03,JNJ,0.1991055521076075,0.1807402380012858,0.1960758063419819,0.1767966206210472,-0.3504258549656939,1.0087178522396345,0.9925066100068044,1.003431403474664,1.0034777687091117,1.504743157994593,1.0149313118045238,178.19000244140625
22696,22696,17209,756,2023-01-03,JPM,-0.2784336943134379,-0.2765810402294144,-0.2755942690848147,-0.2769927787735038,-0.033112413552007,1.007606181709526,1.0182968750789885,1.0179409188510278,1.010948330727219,1.1896475652407856,1.0388483101076926,135.1199951171875
22697,22697,18236,756,2023-01-03,KO,-1.078619411922063,-1.0802979834469493,-1.0786204941098676,-1.0719005860480837,0.0427277828426908,0.9896242754114248,0.994368009919168,0.994368009919168,0.9843280371621695,1.59218059658571,0.985897813691906,62.95000076293945
22698,22698,19263,756,2023-01-03,MCD,1.1541837065856682,1.1249263913161829,1.131129535619223,1.1457012976359748,-0.5930376798186267,1.0030356612024225,0.9937028154190632,0.9961187777513544,0.9927697622776808,1.5951398174524738,0.9881152872566618,264.3299865722656
22699,22699,20290,756,2023-01-03,MMM,-0.4186906603056661,-0.431437738328297,-0.4269945201689601,-0.4291431906593657,-0.6018633578213852,1.0212642018903746,1.015628876668113,1.021744569165169,1.0156948829366608,1.2465648854961833,1.0417013664198682,122.47000122070312
22700,22700,21317,756,2023-01-03,MRK,-0.5443121977161909,-0.5570803083607747,-0.5488314935456742,-0.5523493799971819,-0.2347084157478445,1.001712505152162,0.9926278911258064,0.9980254781518706,0.9942789241999715,1.466282326410359,1.0019667550465108,111.13999938964844
22701,22701,22344,756,2023-01-03,MSFT,0.8797679403360943,0.9206473641538244,0.8835361339608417,0.9189175183589288,0.9562528277160188,0.9989992265622794,1.020444124847523,1.0241289928493664,1.0031268073308728,1.1732798504911457,0.9596615850694604,239.5800018310547
22702,22702,23371,756,2023-01-03,NKE,-0.4599362204990359,-0.4660333854310615,-0.4598053849636446,-0.4620794484382926,-0.2305111658274486,1.0148705053585394,1.01707279971556,1.0191044593924905,1.0144252038245165,1.865411548616692,1.0426666587911626,118.75
22703,22703,24398,756,2023-01-03,PG,-0.0960439776405677,-0.1121694121382523,-0.1050450272444037,-0.1027741104964427,-0.3435270043742245,1.0000660449048973,0.9902906527674838,0.9936469347102088,0.9912256892927608,1.4226169461606355,0.9974446376482388,151.57000732421875
