Unnamed: 0,date,tic,close,high,low,open,volume,close_r,open_r,high_r,low_r,volume_r,label,close_price
756,2023/1/3,CSGP,-0.613045684,-0.613907998,-0.612221498,-0.609707702,-0.487413881,1.00478782,1.018075414,1.014449685,1.004195617,1.015099738,1.014436216,77.65000153
756,2023/1/3,CSX,-0.845799782,-0.847031745,-0.844523198,-0.844709604,-0.047237143,0.996772099,1.001934219,1.001606659,0.994142522,1.1365435,1.000960022,30.87999916
756,2023/1/3,CTAS,1.234953027,1.234381306,1.251641483,1.260152722,-0.548002004,0.994176509,1.001014381,0.998858246,1.00024667,0.981434059,0.970671849,448.9899902
756,2023/1/3,CTSH,-0.712875645,-0.714751456,-0.710763012,-0.712499262,-0.402620469,1.006994257,1.01783504,1.01537919,1.013139234,0.475724651,1.036415582,57.59000015
756,2023/1/3,DDOG,-0.640715428,-0.623879362,-0.643201785,-0.625113997,-0.345496487,0.980816277,1.041337774,1.037659155,0.976099674,1.623908172,0.952223154,72.08999634
756,2023/1/3,DLTR,-0.301462795,-0.297427509,-0.293487814,-0.294463712,-0.433416987,0.991657184,0.993406268,1.000559532,0.995725234,2.028980017,0.990205064,140.2599945
756,2023/1/3,DXCM,-0.428514533,-0.429560416,-0.430477173,-0.430457145,-0.438447792,1.013157943,1.030379543,1.024971338,1.02877765,1.477251558,1.025933232,114.7300034
756,2023/1/3,EA,-0.388353631,-0.387611925,-0.381483919,-0.384213424,-0.462415897,1.005074503,1.014862848,1.019373785,1.012666601,1.440913775,1.028804213,122.8000031
756,2023/1/3,EXC,-0.784687523,-0.787203531,-0.784580873,-0.784129788,-0.245273608,0.998380761,1.002549852,1.000923507,0.990198409,0.833702488,1.016031566,43.15999985
756,2023/1/3,FANG,-0.345654668,-0.330534375,-0.344701128,-0.327566046,-0.416938915,0.960520588,0.995647711,0.993151776,0.960074079,1.618291863,0.953221895,131.3800049
756,2023/1/3,FAST,-0.763586867,-0.765885428,-0.762228644,-0.762376811,-0.356225959,1.001690656,1.006765321,1.004634451,1.000213493,1.570724678,1.004397046,47.40000153
756,2023/1/3,FTNT,-0.758013116,-0.753310689,-0.756375691,-0.752869216,-0.277056313,0.992432012,1.020185367,1.027187283,0.997300082,1.987045192,0.991175861,48.52000046
756,2023/1/3,GILD,-0.574527058,-0.576969699,-0.570645317,-0.575908442,-0.189479106,0.994641828,0.997070198,1.003027153,1.000589798,1.579378752,1.008849558,85.38999939
756,2023/1/3,GOOG,-0.553078062,-0.550444864,-0.549504071,-0.552263896,0.727294654,1.010931968,1.028215006,1.030620299,1.022865654,1.080676175,0.987751937,89.69999695
756,2023/1/3,GOOGL,-0.555964443,-0.552900866,-0.552026896,-0.553458595,1.18872436,1.010087265,1.030006816,1.031143827,1.022525089,1.172802808,0.987111941,89.12000275
756,2023/1/3,HON,0.067002343,0.05667892,0.07212,0.071553852,-0.428617124,1,1.005467792,1.003030275,1.001368417,1.3870625,0.982091916,214.3000031
756,2023/1/3,IDXX,1.021060232,1.063590943,1.015908722,1.041079885,-0.542515555,0.995220164,1.010103016,1.02945217,0.994024885,1.326496301,1.028861626,406.0100098
756,2023/1/3,ILMN,0.000166995,0.013256813,0.004659688,0.020680739,-0.510196064,0.993422345,1.028300465,1.0193182,1.00637689,0.91111555,1.059454062,200.8699951
756,2023/1/3,INTC,-0.866452538,-0.867170968,-0.865614005,-0.864770138,1.387010492,1.011350709,1.04440153,1.02305369,1.022093086,1.00895582,1.060942895,26.72999954
756,2023/1/3,INTU,0.947257643,0.986521572,0.945017405,0.975273375,-0.450169694,1.00503569,1.027693589,1.038542547,1.006637422,1.974918326,1.018414048,391.1799927
756,2023/1/3,ISRG,0.322449589,0.330474185,0.331718741,0.342545248,-0.4802609,1.001055205,1.016132067,1.02041667,1.008568339,1.597864769,1.027944857,265.6300049
756,2023/1/3,KDP,-0.822559209,-0.824731247,-0.821313197,-0.821961054,-0.190109517,0.996915294,0.994976269,0.996650775,0.993499165,1.263755806,0.985427583,35.54999924
756,2023/1/3,KHC,-0.796531761,-0.799458979,-0.795403794,-0.797669408,-0.208304055,1.001719472,0.999014027,0.999632998,0.996906706,1.323221396,1.017769033,40.77999878
756,2023/1/3,KLAC,0.874450428,0.889705843,0.881240318,0.912055265,-0.519446254,0.998726863,1.02523031,1.019151758,1.00612997,1.14164052,1.007525362,376.5499878
756,2023/1/3,LRCX,1.062315871,1.112514472,1.05627392,1.139640247,-0.484442835,0.985724482,1.041543495,1.022611117,0.991310468,1.809725447,1.025089771,414.2999878
756,2023/1/3,LULU,0.609846392,0.607756782,0.613215429,0.627723403,-0.485684932,1.00936388,1.048162702,1.021437249,1.026212669,0.969755518,1.030301092,323.3800049
756,2023/1/3,MAR,-0.264188274,-0.259752439,-0.256452686,-0.253496371,-0.461891595,0.992343345,1.019318493,1.011271336,1.004644229,1.093585836,1.008614879,147.75
756,2023/1/3,MCHP,-0.655595356,-0.648537611,-0.653494876,-0.644552296,-0.346382807,0.983629871,1.028270576,1.017773354,0.99418698,1.450578295,1.012298021,69.09999847
756,2023/1/3,MDB,-0.050195849,-0.008208626,-0.058360505,-0.006597579,-0.458252687,0.969061184,1.027245536,1.017329987,0.971890486,1.687300513,0.948042769,190.75
756,2023/1/3,MDLZ,-0.669778567,-0.67250822,-0.668833656,-0.668395959,-0.158601446,0.993998477,0.994169541,0.995670982,0.988806567,1.509768643,0.994485915,66.25
756,2023/1/3,MELI,3.111716334,3.293248206,3.117875927,3.319219453,-0.518734701,0.976212416,1.024527367,1.027025122,0.982951983,2.121170678,0.953456594,826.1099854
756,2023/1/3,META,-0.378699114,-0.379408848,-0.38168575,-0.388046313,1.650441183,1.036563085,1.039438015,1.049410436,1.038559546,1.814178045,1.079041018,124.7399979
756,2023/1/3,MNST,-0.747363263,-0.748914442,-0.745578003,-0.7461243,-0.37903935,0.997931655,0.999508907,1.004616001,0.996325328,1.316787556,1.008789249,50.65999985
756,2023/1/3,MRNA,-0.108720261,-0.09441433,-0.099381662,-0.099184598,-0.315729848,0.996492653,1.026274003,1.02615614,1.034356673,1.172264261,0.890898126,178.9900055
756,2023/1/3,MRVL,-0.820369507,-0.812500346,-0.818134452,-0.810711236,0.078046137,0.971652289,1.056577445,1.029649659,1.005621049,1.275018194,0.984404463,35.99000168
756,2023/1/3,MSFT,0.192809977,0.206986305,0.199169423,0.210583821,1.039472975,0.998999227,1.020444125,1.024128993,1.003126807,1.17327985,0.959661585,239.5800018
756,2023/1/3,MU,-0.748806473,-0.74982317,-0.748655853,-0.74774207,0.208254114,1.007803109,1.022446928,1.018792455,1.008548711,1.03611403,1.079681274,50.36999893
756,2023/1/3,NFLX,0.468362599,0.465554325,0.458011347,0.484263196,-0.144950861,1.00023741,1.043883301,1.011457255,1.019348955,0.89389314,1.048989736,294.9500122
756,2023/1/3,NVDA,-0.287080517,-0.263534629,-0.287432972,-0.260166679,1.93750917,0.979540129,1.036068078,1.025087249,0.990374516,1.292399111,0.969946126,143.1499939
756,2023/1/3,NXPI,-0.227859312,-0.212007744,-0.226128359,-0.204066862,-0.448528128,0.981142848,1.027325918,1.014350767,0.993769023,1.861214496,1.001839339,155.0500031
756,2023/1/3,ODFL,0.406503743,0.407150512,0.414063627,0.424280777,-0.539606926,0.995559906,1.010528958,0.999720893,0.999321856,0.854679326,1.009402315,282.519989
756,2023/1/3,ON,-0.69286984,-0.685082941,-0.690529965,-0.681089342,-0.294726548,0.987814681,1.039330441,1.02722615,1.003285703,1.64688125,0.996954662,61.61000061
756,2023/1/3,ORLY,3.18442392,3.145003929,3.206931768,3.194027684,-0.538708122,0.996078269,1.002272371,0.999490717,0.992900329,1.603308694,0.991830127,840.7199707
756,2023/1/3,PANW,-0.310470371,-0.29551183,-0.304840526,-0.295956991,-0.323144981,0.992188646,1.020361064,1.026182158,1.001602456,1.162903466,0.980675225,138.4499969
756,2023/1/3,PAYX,-0.423139868,-0.426318512,-0.419023565,-0.418809113,-0.455250432,1.002163378,1.007079949,1.006114883,1.007984522,1.689697427,1.009137122,115.8099976
756,2023/1/3,PCAR,-0.672913791,-0.675193423,-0.670128713,-0.671283091,-0.382303756,0.994543792,1.009082514,0.999093875,1.000717249,1.56397053,0.976728032,65.62000275
756,2023/1/3,PDD,-0.57880691,-0.56056362,-0.573672699,-0.573767986,0.188517877,1.036541945,1.067007771,1.083414038,1.052611933,2.393365491,1.083660584,84.52999878
756,2023/1/3,PEP,-0.106630112,-0.112294025,-0.107757382,-0.100478874,-0.246478254,0.993080926,0.995644456,0.99335015,0.984829126,1.63809706,0.981948901,179.4100037
756,2023/1/3,PYPL,-0.628323746,-0.630461431,-0.628418029,-0.632605571,1.1789249,1.047177767,1.06059296,1.056132471,1.062554298,2.749117997,1.125452757,74.58000183
756,2023/1/3,QCOM,-0.465988122,-0.451271507,-0.458127351,-0.445141675,-0.060912695,0.975077265,1.031304966,1.015264404,0.999160567,1.437427999,1.006225212,107.1999969
756,2023/1/3,REGN,2.585991616,2.597560903,2.630920222,2.593854406,-0.535400024,0.998586232,1.000970675,1.014221253,1.012812356,1.396594342,0.999655998,720.4699707
756,2023/1/3,ROP,1.1626435,1.145031922,1.171112957,1.169955026,-0.546235604,1.005484957,1.003222748,1.000549831,1.004015786,1.233063328,1.029364593,434.4599915
756,2023/1/3,ROST,-0.423040316,-0.424844895,-0.419679486,-0.418858902,-0.460555872,0.997932301,1.014703278,1.008872482,1.001920905,1.10317204,1.021562156,115.8300018
756,2023/1/3,SBUX,-0.497688836,-0.503191399,-0.496777008,-0.498852132,-0.154706629,1.016431501,1.013811827,1.01934507,1.012520393,1.656521848,1.062989749,100.8300018
756,2023/1/3,SIRI,-0.97066187,-0.971354594,-0.969806678,-0.970349253,0.463583086,0.991438324,1.006896545,1.003424654,0.99305548,1.67907147,1.003424654,5.789999962
756,2023/1/3,SNPS,0.591433029,0.602697422,0.593537425,0.608409518,-0.523066437,1.00122141,1.016234595,1.021858301,1.000443802,1.305175601,1.002248528,319.6799927
756,2023/1/3,SPLK,-0.567410565,-0.558205841,-0.564943747,-0.564857721,-0.473544837,1.008479538,1.029359811,1.040115621,1.016075658,1.427823272,1.059692709,86.81999969
756,2023/1/3,TEAM,-0.369940344,-0.348266717,-0.393997147,-0.342798099,-0.388495516,0.983058806,1.037436115,1.023444194,0.949378065,2.015705331,0.993554475,126.5
756,2023/1/3,TMUS,-0.307534215,-0.31201617,-0.311147588,-0.307505522,-0.052492649,0.993142809,1.000143936,0.999857225,0.985391927,3.214040695,0.999571507,139.0399933
756,2023/1/3,TSLA,-0.461509203,-0.416592725,-0.470691008,-0.409699732,4.508521596,0.877577514,0.987661561,0.954370179,0.873820454,1.466641906,0.922777085,108.0999985
756,2023/1/3,TTD,-0.780407672,-0.772713112,-0.779737054,-0.77049061,-0.388901226,0.981931712,1.044752413,1.028660319,0.991204977,0.918081276,0.987299472,44.02000046
756,2023/1/3,TTWO,-0.486342267,-0.478189273,-0.482094187,-0.475456454,-0.462990133,0.990204584,1.050813657,1.017231506,1.024107192,0.953649197,1.069518128,103.1100006
756,2023/1/3,TXN,-0.187250499,-0.176641322,-0.178295621,-0.167032024,-0.299114459,0.987834436,1.021565146,1.013664638,1.002342578,1.321668206,1.029139756,163.2100067
756,2023/1/3,VRSK,-0.116931644,-0.119170802,-0.110532505,-0.116358065,-0.526917562,1.005214818,1.004359333,1.008717677,1.011202372,1.043224866,1.026422182,177.3399963
756,2023/1/3,VRTX,0.423921732,0.419725233,0.431773907,0.437222933,-0.498455438,0.990442518,0.999792053,0.999101307,0.996835464,1.067623945,0.990127323,286.019989
756,2023/1/3,WBA,-0.814397641,-0.814219559,-0.812584226,-0.811009911,-0.106676794,0.995449626,1.016380149,1.012573499,0.99756559,1.364581407,0.970489274,37.18999863
756,2023/1/3,WBD,-0.95199974,-0.951313616,-0.950784578,-0.951383841,1.004900232,1.006329158,1.047774113,1.046315745,1.033769004,1.104232157,1.131952021,9.539999962
756,2023/1/3,WDAY,-0.156694374,-0.146088644,-0.155842495,-0.149709304,-0.436437967,1.012071979,1.039079609,1.038649949,1.016862415,1.856053891,1.039965998,169.3500061
756,2023/1/3,XEL,-0.650768079,-0.653842586,-0.65142618,-0.651919456,-0.399580764,0.999429455,0.984626178,0.991979743,0.990073336,1.680964308,0.996334384,70.06999969
756,2023/1/3,ZS,-0.451108156,-0.42705532,-0.452829403,-0.428366478,-0.410416345,0.984718507,1.044523348,1.039932219,0.988848252,1.613274223,1.025831932,110.1900024
757,2023/1/4,AAPL,-0.370637061,-0.368160352,-0.367557915,-0.367786672,4.508521596,1.010314231,0.973979126,0.982887774,1.007328692,0.794823288,0.961470413,126.3600006
757,2023/1/4,ADBE,0.699573907,0.697597397,0.700353898,0.707418016,-0.430645675,1.013326576,1.008025667,0.999450574,1.014491436,0.981023732,0.980154603,341.4100037
757,2023/1/4,ADI,-0.17381378,-0.17693603,-0.17239222,-0.176191156,-0.350059165,1.021298903,0.998852434,1.008363414,1.014370615,0.777062806,0.984525311,165.9100037
757,2023/1/4,ADP,0.188828707,0.185471699,0.196747533,0.196098407,-0.481746423,1.004712594,0.997425162,0.999420316,1.007013193,0.781860784,0.969298453,238.7799988
757,2023/1/4,ADSK,-0.06408044,-0.063370422,-0.060176942,-0.064140925,-0.500377879,1.015176953,0.985678335,0.988339553,1.016393443,0.90521327,0.977347221,187.9600067
757,2023/1/4,AEP,-0.524114438,-0.524312998,-0.519886093,-0.525184694,-0.444583377,1.006851416,1.003898789,1.016580982,1.016061677,1.049719326,0.973932889,95.51999664
757,2023/1/4,AMAT,-0.505253241,-0.510804984,-0.508281083,-0.510500164,-0.174567699,1.026672119,0.984464313,0.996000861,1.011131915,1.062146416,1.027061065,99.30999756
757,2023/1/4,AMD,-0.677691292,-0.676978125,-0.679227702,-0.675862657,2.396236222,1.009996986,0.984848485,0.983702207,0.995596811,1.013346339,0.98514306,64.66000366
757,2023/1/4,AMGN,0.316278693,0.301591571,0.318246788,0.309791397,-0.456423871,1.010472084,1.008203376,1.00917747,1.008228087,0.683597965,1.013174268,264.3900146
757,2023/1/4,AMZN,-0.5757712,-0.572892725,-0.578062428,-0.568591071,3.732458054,0.992076435,1.012754552,1.00023004,0.989906205,0.89804057,1.000963413,85.13999939
757,2023/1/4,ANSS,0.209531248,0.211554434,0.209613955,0.207149127,-0.536685813,1.018018786,0.988257819,0.99415624,1.015994927,1.005772006,0.978003856,242.9400024
757,2023/1/4,ASML,1.841298209,1.826769149,1.832244436,1.841908082,-0.4992731,1.038684807,1.016961157,1.020136462,1.028015423,1.610576211,1.052384704,570.8300171
757,2023/1/4,AVGO,1.788596219,1.790665732,1.806864978,1.803031483,-0.460568356,1.012213648,0.996442461,1.001039459,1.009513701,0.846378823,1.002673775,560.2399902
757,2023/1/4,AZN,-0.653604721,-0.653400523,-0.64991247,-0.648534551,-0.259030301,1.002452014,1.026802568,1.016707418,1.007580237,1.420967788,1.027675508,69.5
757,2023/1/4,BIIB,0.348228175,0.352823748,0.363052182,0.371366748,-0.499160749,0.993324259,0.995121577,0.990791376,0.990785236,0.998899385,0.98842671,270.8099976
757,2023/1/4,BKNG,4.333247205,4.335378771,4.332311543,4.334035509,-0.544163362,1.038495028,1.014714382,1.031522737,1.02553393,1.379168228,1.073398449,2110.439941
757,2023/1/4,BKR,-0.860679719,-0.860736244,-0.860517908,-0.858149666,0.069438841,0.970086935,0.96728013,0.944740289,0.959019261,1.556831018,0.980592387,27.88999939
757,2023/1/4,CCEP,-0.722480423,-0.725508741,-0.722872579,-0.724993529,-0.47454975,1.023914629,0.994587782,1.004311149,1.012784855,1.234315194,1.014513775,55.65999985
757,2023/1/4,CDNS,-0.207057294,-0.20390289,-0.204179752,-0.197993941,-0.484186925,0.997431698,0.988761274,0.988414671,0.999746074,1.338638195,0.979693846,159.2299957
757,2023/1/4,CDW,-0.097970932,-0.101389368,-0.0911068,-0.095849481,-0.527772674,1.009135978,1.011817227,1.010772273,1.0102786,1.223947215,0.994804135,181.1499939
757,2023/1/4,CHTR,0.76222888,0.748190989,0.743140909,0.727926524,-0.464575523,1.036360483,1.014471181,1.030098671,1.02381517,1.078144479,1.086060228,354
757,2023/1/4,CMCSA,-0.817383574,-0.81854211,-0.816873039,-0.818974382,0.935093128,1.028675864,1.037492886,1.038774967,1.037132903,1.038506513,1.056571415,36.59000015
757,2023/1/4,COST,1.272625684,1.25697656,1.284942803,1.276330569,-0.436231991,1.007236143,0.998209591,1.001547563,1.010471093,1.060259845,0.981875687,456.5599976
757,2023/1/4,CPRT,-0.845252357,-0.846245825,-0.843438382,-0.844410939,-0.381461127,1.008460795,1.014167056,1.009342751,1.012506143,0.809205157,1.007655169,30.98999977
757,2023/1/4,CRWD,-0.480096688,-0.475094724,-0.481286865,-0.477895603,-0.377503893,1.010505413,0.97460462,0.98552462,1.008091057,0.881276287,0.942678283,104.3649979
757,2023/1/4,CSCO,-0.762840393,-0.76200494,-0.760664504,-0.759091465,0.577575142,0.991864844,1.008775557,1.008949018,0.997040727,1.035041679,0.986324474,47.54999924
757,2023/1/4,CSGP,-0.611303893,-0.613072929,-0.607882237,-0.608164597,-0.48228945,1.004507385,1.003959606,1.002162098,1.011228628,1.064276208,0.975895785,78
757,2023/1/4,CSX,-0.843809147,-0.845459905,-0.842757218,-0.845058048,0.028505812,1.012953418,0.997747758,1.010266272,1.011456641,1.145687016,0.989436622,31.28000069
757,2023/1/4,CTAS,1.209273918,1.231335887,1.225353692,1.255374077,-0.545405459,0.988507531,0.997885155,0.998637104,0.988318143,1.13568167,0.944448075,443.8299866
757,2023/1/4,CTSH,-0.710536652,-0.712148081,-0.707937461,-0.709512571,-0.375731252,1.00816116,1.010409478,1.009122248,1.009814188,1.163441839,1.01929887,58.06000137
757,2023/1/4,DDOG,-0.656292072,-0.643527383,-0.65647183,-0.640420714,-0.243313716,0.956582086,0.959106364,0.947780678,0.962668597,1.461025063,0.89981579,68.95999908
757,2023/1/4,DLTR,-0.300168839,-0.303763962,-0.302620427,-0.299789918,-0.470892117,1.00185377,0.992444626,0.990982851,0.987049244,0.719753547,1.002743191,140.5200043
757,2023/1/4,DXCM,-0.430505168,-0.422781862,-0.426541573,-0.418062436,-0.430533324,0.99651354,1.021784758,1.011880141,1.00692655,1.06149966,1.016472563,114.3300018
757,2023/1/4,EA,-0.37735542,-0.380243918,-0.376034608,-0.38515918,-0.473632221,1.017996735,0.998462701,1.01202887,1.008829315,0.892895458,1.031948358,125.0100021
757,2023/1/4,EXC,-0.781850881,-0.784207205,-0.780594805,-0.783432899,-0.293777811,1.013206666,1.00323698,1.014071526,1.018618923,0.849302849,0.991425197,43.72999954
757,2023/1/4,FANG,-0.349436908,-0.345908975,-0.352420966,-0.356735952,-0.459507268,0.994215179,0.95658294,0.977039285,0.988195365,0.716589096,0.974269454,130.6199951
757,2023/1/4,FAST,-0.760750224,-0.762348779,-0.758948983,-0.760535012,-0.409349015,1.01202531,1.007769902,1.015097531,1.013871056,0.7481282,0.974942043,47.97000122
757,2023/1/4,FTNT,-0.759107967,-0.757142047,-0.756678437,-0.755407885,-0.275352331,0.995465762,0.989703244,0.984477636,0.998750492,1.005874126,0.977342976,48.29999924
757,2023/1/4,GILD,-0.573979633,-0.575250504,-0.570090292,-0.570333331,-0.210494889,1.001288214,1.013164023,1.004062664,1.001296718,0.944352626,1.009881147,85.5
757,2023/1/4,GOOG,-0.558004854,-0.551967611,-0.555659731,-0.546390091,1.121020706,0.988963234,1.013135927,0.996613816,0.986295286,1.304168575,0.986807646,88.70999908
757,2023/1/4,GOOGL,-0.561140078,-0.554865676,-0.558333958,-0.549675457,1.608390891,0.988330331,1.008483114,0.995606793,0.985878897,1.239008645,0.986382853,88.08000183
757,2023/1/4,HON,0.045802115,0.037473037,0.047396347,0.038451518,-0.326190927,0.98012128,0.969091359,0.981826686,0.976910782,1.73942234,0.951510083,210.0399933
757,2023/1/4,IDXX,1.102775393,1.086775463,1.092905386,1.067213331,-0.539538267,1.04044231,1.012807377,1.01123428,1.038219777,1.120912548,1.035573184,422.4299927
757,2023/1/4,ILMN,0.008826251,0.02263876,0.015507804,0.026554581,-0.515395395,1.008662346,1.005758103,1.009257931,1.010812139,0.908692316,1.065582398,202.6100006
757,2023/1/4,INTC,-0.861724794,-0.862995762,-0.861627947,-0.862978127,1.783807457,1.03554062,1.013308711,1.031400088,1.029958247,1.203053533,1.062451769,27.68000031
757,2023/1/4,INTU,0.949198577,0.963287734,0.957026076,0.97965371,-0.491633266,1.000997021,1.002218236,0.988305079,1.0061783,0.645517609,0.980449504,391.5700073
757,2023/1/4,ISRG,0.344197167,0.331063602,0.347713364,0.3414003,-0.477545763,1.016451436,0.999146812,1.000442966,1.012022539,1.031252245,1.017615615,270
757,2023/1/4,KDP,-0.821116,-0.823945327,-0.820404979,-0.821065049,-0.154101185,1.008157551,1.005049097,1.004480534,1.005120919,1.095505339,0.977562394,35.84000015
757,2023/1/4,KHC,-0.794242525,-0.795873217,-0.792300711,-0.79513072,-0.055351345,1.011280111,1.012583325,1.017868059,1.01526627,1.426248043,1.00903327,41.24000168
757,2023/1/4,KLAC,0.892764314,0.89181812,0.888859298,0.906330827,-0.493012681,1.009773,0.997005224,1.001117698,1.004052847,1.554246826,1.006386405,380.230011
757,2023/1/4,LRCX,1.102924684,1.103525419,1.102693959,1.099419697,-0.501445209,1.019695882,0.98119709,0.995745136,1.022589468,0.794399577,1.028609496,422.4599915
757,2023/1/4,LULU,0.597902659,0.604858717,0.600954537,0.626130471,-0.462397172,0.99257841,0.999021025,0.998197604,0.992393437,1.285900383,1.034566988,320.980011
757,2023/1/4,MAR,-0.253687712,-0.257247268,-0.246361387,-0.256532831,-0.459076591,1.014280884,0.995929259,1.003383598,1.013596193,1.026746531,1.003572624,149.8600006
757,2023/1/4,MCHP,-0.647184944,-0.648390257,-0.647591475,-0.647937201,-0.241659667,1.024457344,0.990461491,1.000419094,1.017102735,1.474383624,1.001014047,70.79000092
757,2023/1/4,MDB,-0.067812866,-0.052367578,-0.072791067,-0.044478634,-0.458664639,0.981441713,0.96184507,0.9554818,0.984653356,0.996216681,0.911728817,187.2100067
757,2023/1/4,MDLZ,-0.667389798,-0.669118925,-0.664343031,-0.669092847,-0.187213371,1.007245334,0.997894746,1.010344865,1.013614798,0.929965013,0.980737954,66.73000336
757,2023/1/4,MELI,3.168100935,3.171577745,3.148755279,3.191887266,-0.541866419,1.013714902,0.970515668,0.971660962,1.007501281,0.522114765,1.002095328,837.4400024
757,2023/1/4,META,-0.365610716,-0.366244673,-0.363672782,-0.365347561,1.45498878,1.021083894,1.037127484,1.021207567,1.029195287,0.911862308,1.086071231,127.3700027
757,2023/1/4,MNST,-0.745297983,-0.747833795,-0.74345882,-0.745278065,-0.349428754,1.008191885,1.003340906,1.00430152,1.008373245,1.157419697,0.984021127,51.07500076
757,2023/1/4,MRNA,-0.116832092,-0.098245688,-0.112500305,-0.091369493,-0.389818755,0.990893319,1.008681183,0.995769842,0.985412159,0.705305494,0.963034891,177.3600006
