,tic,date,close,open,high,low,prev_close,adjfactor,turnover,volume,adjcp,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,prev_adjfactor,open_r,high_r,low_r,close_r,turnover_r,volume_r
3162,600837.SH,2021-01-04,12.96,12.89,12.98,12.72,12.86,23.00316371,1162657850.0,90383227.0,298.1210017,0.4059274563342396,0.0232615377848652,0.0611498569489468,0.4489085832,0.4907023205799719,0.0101107072330465,0.0270545610167386,0.0296496325486326,23.00316371,0.5272461873038707,0.5132157889704616,0.4721186593791597,0.5091577799919467,0.5399437853223822,0.5482601935488872
3162,600887.SH,2021-01-04,47.36,44.6,48.0,44.17,44.37,75.67556114,4067206463.0,87538655.0,3583.994576,0.4765674710788309,0.0847691368039687,0.1214165223240567,0.6623651083,0.646974423949963,0.5707278997174263,0.0893408557962379,0.0924561646575184,75.67556114,0.5410848615729843,0.8224167698405374,0.5038731047623293,0.7652255816403494,0.6811659860863138,0.571519278178449
3162,601088.SH,2021-01-04,17.99,17.92,18.07,17.83,18.01,1.81771731,642147049.0,35783696.0,32.70073441,0.4143770614773923,0.0345057577706651,0.0734907184239054,0.510027201,0.4625345622099735,0.0489088811565322,0.0395607361243153,0.0394356267654743,1.81771731,0.4914832317260018,0.486633448940891,0.4765714661066063,0.469692408085489,0.4734477944759759,0.5392847683890251
3162,601166.SH,2021-01-04,19.65,20.3,20.3,19.56,20.87,4.31399217,4784660585.0,242679863.0,84.76994614,0.4245192540886938,0.0382630114505086,0.0788979692152202,0.5188278644,0.4448368483999745,0.1172867789840291,0.043990448178731,0.0426862261374759,4.31399217,0.3809662153438131,0.3483377893598259,0.205968379892998,0.2062466160203778,0.6995353844577731,0.6298549173475162
3162,601318.SH,2021-01-04,85.18,86.91,86.95,84.1,86.98,2.47353816,8814286886.0,103643104.0,210.6959805,0.4032552648224741,0.1710635627681519,0.2297974790416428,0.5077184938,0.4661195096399733,0.0501751937806474,0.1964702236805485,0.1969772806216874,2.47353816,0.5119700980430749,0.4702663447824418,0.3598617126774917,0.3814656880538203,0.7686658868120242,0.5893909485172165
3162,601398.SH,2021-01-04,5.01,4.97,5.01,4.95,4.99,1.87592883,1762309487.0,353951177.0,9.398403438,0.4143316899051108,0.0077572534865336,0.0436774338184172,0.4840353025,0.471416007034973,0.0547589337250509,0.0091062764379441,0.0092903466003643,1.87592883,0.4963248856987948,0.4896388054168811,0.486433047928437,0.4924665086254584,0.586749368782574,0.578585657999233
3162,601601.SH,2021-01-04,38.35,38.6,38.88,37.69,38.4,1.33239433,2518413534.0,65829529.0,51.09732256,0.4320525276192061,0.0724861400629129,0.1162904195467052,0.5845003417,0.5323928005649696,0.1853865951614234,0.0821245898492315,0.0802493189974695,1.33239433,0.5412043462961865,0.5271913701037432,0.434001544553735,0.4688376952257886,0.6270157005445673,0.5566700099773084
3162,601628.SH,2021-01-04,37.83,38.39,38.39,37.16,38.39,1.22617355,1026587692.0,27325327.0,46.3861454,0.3598759760529124,0.0787253792738934,0.1174346602315539,0.4189522219,0.4600360994099737,0.1399871118104509,0.0885207911543692,0.0984790103729101,1.22617355,0.5158929310634822,0.4718044099625318,0.3653326464833082,0.409167261531708,0.5259660960893427,0.559971270221359
3162,601857.SH,2021-01-04,4.19,4.15,4.2,4.14,4.15,1.39221501,403962846.0,96907113.0,5.833380892,0.4149893308644353,0.0060577019331009,0.0417839745146052,0.4852971911,0.4743809757299728,0.0751216343218458,0.007114799054311,0.0072656988030011,1.39221501,0.5158929310634822,0.5252013719922186,0.5142721161349794,0.5173850857652578,0.4219410135370411,0.6053523211163505
3162,601919.SH,2021-01-04,13.43,12.55,13.43,12.35,12.21,1.04288,3025241452.0,232357204.0,14.0058784,0.4585152406528342,0.0228143917379675,0.0506854529928048,0.7359338691,0.6221980885999644,0.6416785054065899,0.0208718945490959,0.0178327015963154,1.04288,0.6497162472468391,0.8964217312483275,0.5825057177794767,0.8989944080111403,0.6477205664290607,0.5767745967948126
3163,600010.SH,2021-01-05,1.17,1.18,1.18,1.16,1.18,8.39390276,340952513.0,291692602.0,9.820866229,0.4157093238085746,0.0001531064645653,0.0347479409821709,0.4883711952,0.4739819004499729,0.100941990616137,0.0002165637004381,0.0001733390958428,8.39390276,0.5158929310634822,0.4718044099625318,0.4417480647349946,0.4367213838932259,0.4032277263715342,0.567025584686916
3163,600028.SH,2021-01-05,4.02,4.01,4.03,3.98,4.03,3.3048626,430780225.0,107596901.0,13.28554765,0.4149151437615833,0.0057902227867675,0.0414452273041361,0.4806422324,0.4629680616749735,0.0842151520035974,0.0068300859361367,0.0069213789679225,3.3048626,0.49165190279328,0.4718044099625318,0.4645194537868788,0.4635729817379501,0.4290546181261541,0.5658497390984049
3163,600030.SH,2021-01-05,29.14,28.96,29.38,28.63,29.18,5.56775365,4797399390.0,165552219.0,162.2443414,0.4072038544403661,0.0553241269493362,0.0979683608504568,0.4924809642,0.4905825339749719,0.1030363703307831,0.0639392967231732,0.0668255621394713,5.56775365,0.479018446282252,0.502259400072404,0.4321947441473166,0.4685310874994794,0.6998360826133118,0.5544553794118281
3163,600031.SH,2021-01-05,36.55,34.51,36.8,34.3,34.8,48.25649106,3824580578.0,107216910.0,1763.774748,0.4809307889467251,0.066914357368695,0.1021951160283265,0.7018840767000001,0.6096198435499652,0.5780515053080468,0.0705407035078563,0.0672386673375924,48.25649106,0.4751191651723797,0.7209526264967648,0.4547019287527775,0.6932616577188347,0.6742130996564751,0.5711886322868867
3163,600036.SH,2021-01-05,42.18,42.76,42.8,41.44,43.17,5.06077065,5809639049.0,138717699.0,213.463306,0.404452860867972,0.0842502297692103,0.1314903518529994,0.4899735544,0.4414149498999747,0.1336929752491078,0.0974884971209918,0.098528142761607,5.06077065,0.469396615035588,0.433426147083236,0.3241597080532969,0.371270416261199,0.7214909794914908,0.5586172537186807
3163,600048.SH,2021-01-05,15.1,15.19,15.2,14.68,15.29,21.65785459,1973875705.0,132655847.0,327.0336043,0.4026281250261743,0.02968921740281,0.0682884767466673,0.4006673073,0.4220181626499759,0.3715620636098966,0.0344798185295415,0.0356398543369873,21.65785459,0.4839214481663756,0.4454826964567983,0.3250795573614798,0.4189267715687834,0.5995292150639077,0.5737069036536401
3163,600104.SH,2021-01-05,22.71,23.67,23.77,22.5,23.55,9.73485481,2596909491.0,113611935.0,221.0785527,0.4020987324989117,0.0466500354463764,0.086368541595455,0.4695542647,0.4330023516999752,0.0977111047328125,0.0535321236579438,0.0546768892448083,9.73485481,0.5406575912531818,0.5132624626924063,0.3008873259826249,0.3128066515675616,0.6304805133074425,0.564005550212476
3163,600111.SH,2021-01-05,13.56,13.29,13.79,13.13,13.45,19.63886581,1772620893.0,131889151.0,266.3030204,0.424910113082253,0.0241252540688971,0.0594115330850631,0.5661899609000001,0.5331231511749694,0.2116607688439435,0.0268932740650137,0.0259764945819544,19.63886581,0.4575833421140314,0.583111334351059,0.407244368750229,0.5109365542816561,0.5874068058051619,0.5595451145801456
3163,600196.SH,2021-01-05,52.6,52.5,53.28,51.81,52.97,14.20375723,2280909225.0,43452229.0,747.1176303,0.3967991961982958,0.111445229743182,0.1540435508104253,0.4808981317,0.4627146490199735,0.1435395040326038,0.1211545177276085,0.126840194954205,14.20375723,0.472467114036429,0.4978216838504094,0.4168119843870838,0.4434099527723636,0.6158366781227538,0.5572872265630399
3163,600276.SH,2021-01-05,113.23,111.2,116.66,111.19,111.2,53.37844336,4763614447.0,41762795.0,6044.041142,0.6877610507479853,0.2322335113209619,0.2336477909027935,0.6654496578,0.5526221157499684,0.573352052070511,0.2203051033886759,0.2182079787788924,53.37844336,0.5158929310634822,0.6855196579733831,0.5257451261143609,0.5552520914842242,0.6990368376848113,0.5791152558667543
3163,600309.SH,2021-01-05,97.62,93.8,98.8,93.25,94.12,37.97969779,2378965761.0,24627077.0,3707.578098,0.5341112966016376,0.1826833964854642,0.2194085748744395,0.6378467027,0.6168108288999647,0.6028307026245597,0.1930771399608675,0.1974076804155358,37.97969779,0.4992988348779292,0.688166732991301,0.4803168537281181,0.6373326059585219,0.6205864443994176,0.5816500426103136
3163,600346.SH,2021-01-05,31.3,28.85,31.3,28.7,28.45,9.94919602,1682545568.0,55402737.0,311.4098354,0.4770321166905517,0.0562190036847346,0.0858784519819602,0.7241813014999999,0.6228738551499644,0.5470287074101711,0.0571311700426174,0.0539344004758845,9.94919602,0.583921076979664,0.8974659986151352,0.5694065713523486,0.9000380206902067,0.5815306420217553,0.584231137809139
